1997  12  -89.6533  25.9283	42001
1997  12  -93.5675  25.8917	42002
2000  12  -85.9500  25.8833	42003
1998  12  -88.7750  30.0950	42007
2000   6  -95.3600  27.9131	42019
2000  12  -96.6964  26.9442	42020
1997  12  -94.4097  29.2464	42035
1997  12  -84.5103  28.5061	42036
2000  11  -86.0556  28.7956	42039
1999  10  -88.2000  29.2083	42040
2000   1  -90.4344  27.2244	42041
1999   9  -88.5042  29.5508	42053
2000  10  -87.7567  26.0111	42054
