  -158.12  21.67  51201
  -157.01  20.79  51203
  -158.12  21.28  51204
  -156.43  21.02  51205
  -154.97  19.78  51206
  -158.30  21.10  51200
  -156.93  21.35  51026
  -157.10  20.40  51027
  -156.10  20.40  51005

